uuid,pedestrian_entrance_uuid,geometry
walkway_1921,pedestrian_3616332631,Point (127.0069803 37.5057612)
walkway_1922,pedestrian_7996340644,Point (127.0168358 37.4841266)
walkway_1923,pedestrian_9632500793,Point (127.0281717 37.4961762)
walkway_1924,pedestrian_2368063915,Point (127.0123121 37.488771)
walkway_1925,pedestrian_2110341094,Point (126.9855508 37.4768116)
walkway_1926,pedestrian_2295372311,Point (127.014109 37.4913073)
walkway_1927,pedestrian_12061673699,Point (127.025242 37.4988965)
walkway_1928,pedestrian_3827672551,Point (127.0186465 37.5100249)
walkway_1929,pedestrian_4147017218,Point (127.0078686 37.5076354)
walkway_1930,pedestrian_4184585519,Point (127.0410683 37.4688229)
walkway_1931,pedestrian_12061668167,Point (127.0236733 37.4984549)
walkway_1932,pedestrian_4185804588,Point (126.998491 37.4885107)
walkway_1933,pedestrian_4185991258,Point (126.9827632 37.4793876)
walkway_1934,pedestrian_4101372796,Point (126.9845484 37.4804873)
walkway_1935,pedestrian_3827169517,Point (127.0324072 37.4854307)
walkway_1936,pedestrian_2545067221,Point (126.9936125 37.4863236)
walkway_1937,pedestrian_2623456310,Point (126.9942079 37.4894255)
walkway_1938,pedestrian_4185991258,Point (126.9827632 37.4793876)
walkway_1939,pedestrian_2623456115,Point (126.9928572 37.4903263)
walkway_1940,pedestrian_4185991260,Point (126.9825704 37.4799628)
walkway_1941,pedestrian_3796948936,Point (126.9989685 37.4977635)
walkway_1942,pedestrian_1685716274,Point (126.9840998 37.4826849)
walkway_1943,pedestrian_4097245234,Point (127.0229443 37.4671768)
walkway_1944,pedestrian_3817646123,Point (126.9977241 37.4986815)
walkway_1945,pedestrian_3827548459,Point (127.0174313 37.4932165)
walkway_1946,pedestrian_4184618623,Point (127.0397983 37.4708845)
walkway_1947,pedestrian_2477265738,Point (127.022603 37.5064314)
walkway_1948,pedestrian_2477265738,Point (127.022603 37.5064314)
walkway_1949,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_1950,pedestrian_11428504893,Point (126.9954898 37.5031365)
walkway_1951,pedestrian_4184425796,Point (127.0420053 37.4790453)
walkway_1952,pedestrian_4184585521,Point (127.0417562 37.4682218)
walkway_1953,pedestrian_2628399840,Point (126.9989466 37.4996362)
walkway_1954,pedestrian_4634856417,Point (127.0242973 37.4710919)
walkway_1955,pedestrian_6552166586,Point (127.0076218 37.5183589)
walkway_1956,pedestrian_4185991257,Point (126.983297 37.4800016)
walkway_1957,pedestrian_4184399723,Point (127.0370391 37.4843943)
walkway_1958,pedestrian_2511543181,Point (126.9893031 37.4888867)
walkway_1959,pedestrian_3827548460,Point (127.0180394 37.493222)
walkway_1960,pedestrian_3827548039,Point (127.0147246 37.4922607)
walkway_1961,pedestrian_1694782517,Point (127.0397517 37.4793857)
walkway_1962,pedestrian_3030832644,Point (127.0100052 37.491878)
walkway_1963,pedestrian_2622810033,Point (126.9970323 37.4988338)
walkway_1964,pedestrian_2622874644,Point (126.9894149 37.4952181)
walkway_1965,pedestrian_1858938775,Point (127.0362611 37.4742676)
walkway_1966,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_1967,pedestrian_4946614556,Point (127.0260778 37.4992455)
walkway_1968,pedestrian_1430676786,Point (127.0116175 37.4820029)
walkway_1969,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_1970,pedestrian_4666832847,Point (126.9835129 37.4793488)
walkway_1971,pedestrian_6322516326,Point (127.0513921 37.4531369)
walkway_1972,pedestrian_4185805752,Point (126.9970138 37.4882365)
walkway_1973,pedestrian_8487674262,Point (127.0125511 37.4837378)
walkway_1974,pedestrian_2477340257,Point (127.0220042 37.5044111)
walkway_1975,pedestrian_5237800497,Point (127.0237328 37.5036419)
walkway_1976,pedestrian_3030832646,Point (127.0127703 37.4927197)
walkway_1977,pedestrian_3800522735,Point (127.0211577 37.4938396)
walkway_1978,pedestrian_436861025,Point (127.0355202 37.4739513)
walkway_1979,pedestrian_4185991238,Point (126.9842748 37.4847878)
walkway_1980,pedestrian_4184425797,Point (127.0380232 37.4770068)
walkway_1981,pedestrian_2622713681,Point (126.9982812 37.4969427)
walkway_1982,pedestrian_3827257125,Point (127.0204326 37.4844136)
walkway_1983,pedestrian_2622713694,Point (126.9983813 37.4986412)
walkway_1984,pedestrian_9891988064,Point (127.0191729 37.515932)
walkway_1985,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_1986,pedestrian_1925498924,Point (127.0393355 37.4771186)
walkway_1987,pedestrian_2103868103,Point (126.9928575 37.4888702)
walkway_1988,pedestrian_11431861612,Point (127.0009304 37.4768325)
walkway_1989,pedestrian_4313280492,Point (127.0586699 37.4486918)
walkway_1990,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_1991,pedestrian_3827257130,Point (127.0236679 37.4847907)
walkway_1992,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_1993,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_1994,pedestrian_4313280492,Point (127.0586699 37.4486918)
walkway_1995,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_1996,pedestrian_4101372588,Point (126.9833508 37.4805276)
walkway_1997,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_1998,pedestrian_2622874615,Point (126.9910849 37.493036)
walkway_1999,pedestrian_4184585507,Point (127.0424414 37.4681567)
walkway_2000,pedestrian_1925498411,Point (127.0406947 37.4719857)
walkway_2001,pedestrian_3827338060,Point (127.0078135 37.4862356)
walkway_2002,pedestrian_3827337507,Point (127.0089235 37.4835923)
walkway_2003,pedestrian_4185991257,Point (126.983297 37.4800016)
walkway_2004,pedestrian_4101372588,Point (126.9833508 37.4805276)
walkway_2005,pedestrian_1430674308,Point (127.0114598 37.4823456)
walkway_2006,pedestrian_4666832847,Point (126.9835129 37.4793488)
walkway_2007,pedestrian_1965713705,Point (127.0123367 37.4854529)
walkway_2008,pedestrian_2623456118,Point (126.9936017 37.4891762)
walkway_2009,pedestrian_1685686596,Point (126.9839232 37.4787916)
walkway_2010,pedestrian_11183748448,Point (127.0260353 37.5006742)
walkway_2011,pedestrian_4185991257,Point (126.983297 37.4800016)
walkway_2012,pedestrian_3827671816,Point (127.0219063 37.506272)
walkway_2013,pedestrian_2622713683,Point (126.9983333 37.4977959)
walkway_2014,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2015,pedestrian_2622810001,Point (126.9976503 37.4978263)
walkway_2016,pedestrian_436861032,Point (127.0393296 37.4756827)
walkway_2017,pedestrian_3572149895,Point (127.0417909 37.4693118)
walkway_2018,pedestrian_2861309351,Point (127.0165667 37.5108811)
walkway_2019,pedestrian_3827338118,Point (127.0116915 37.4890208)
walkway_2020,pedestrian_9990177480,Point (127.0268022 37.4885524)
walkway_2021,pedestrian_8696495209,Point (127.0133373 37.4812122)
walkway_2022,pedestrian_2628399840,Point (126.9989466 37.4996362)
walkway_2023,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2024,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2025,pedestrian_3827338123,Point (127.0068151 37.4893445)
walkway_2026,pedestrian_10583130882,Point (127.0151195 37.4800532)
walkway_2027,pedestrian_1430674328,Point (127.0105435 37.4812895)
walkway_2028,pedestrian_3827169556,Point (127.03058 37.4857805)
walkway_2029,pedestrian_3827548035,Point (127.0135722 37.4921282)
walkway_2030,pedestrian_1430655014,Point (127.0245268 37.5016611)
walkway_2031,pedestrian_3827257119,Point (127.0197589 37.4841363)
walkway_2032,pedestrian_4833838769,Point (127.0165075 37.4951293)
walkway_2033,pedestrian_3827672520,Point (127.0184074 37.5090539)
walkway_2034,pedestrian_436853883,Point (126.9981951 37.4961145)
walkway_2035,pedestrian_1925498908,Point (127.0405481 37.4768163)
walkway_2036,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_2037,pedestrian_12061684193,Point (127.0234415 37.5026618)
walkway_2038,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2039,pedestrian_1962358584,Point (127.0103622 37.5036219)
walkway_2040,pedestrian_3827170269,Point (127.030976 37.4868354)
walkway_2041,pedestrian_2295365602,Point (127.0190026 37.4925136)
walkway_2042,pedestrian_2624211523,Point (126.9884713 37.4969512)
walkway_2043,pedestrian_8486844866,Point (126.9840401 37.4813882)
walkway_2044,pedestrian_2623456310,Point (126.9942079 37.4894255)
walkway_2045,pedestrian_8489528502,Point (127.0183686 37.4962008)
walkway_2046,pedestrian_4184618641,Point (127.0421907 37.475479)
walkway_2047,pedestrian_1925498956,Point (127.0409757 37.4773096)
walkway_2048,pedestrian_3089166477,Point (127.0082034 37.4870199)
walkway_2049,pedestrian_4184424782,Point (127.0416932 37.4797035)
walkway_2050,pedestrian_1925498859,Point (127.0400576 37.4762604)
walkway_2051,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2052,pedestrian_9608955286,Point (127.0300368 37.489199)
walkway_2053,pedestrian_5406399767,Point (127.0314924 37.4842283)
walkway_2054,pedestrian_10583130882,Point (127.0151195 37.4800532)
walkway_2055,pedestrian_4184424783,Point (127.0425965 37.4792312)
walkway_2056,pedestrian_11431861646,Point (127.0294779 37.4860449)
walkway_2057,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2058,pedestrian_4101372804,Point (126.9848159 37.4826725)
walkway_2059,pedestrian_3825549715,Point (127.026492 37.4962741)
walkway_2060,pedestrian_4185816724,Point (127.0006484 37.4781149)
walkway_2061,pedestrian_3827548023,Point (127.0132737 37.4916509)
walkway_2062,pedestrian_11034183378,Point (127.025134 37.5025798)
walkway_2063,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2064,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2065,pedestrian_2623456115,Point (126.9928572 37.4903263)
walkway_2066,pedestrian_3011650436,Point (127.0444167 37.4752965)
walkway_2067,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_2068,pedestrian_3804191185,Point (126.9853348 37.4875092)
walkway_2069,pedestrian_3827258556,Point (127.0204517 37.4885442)
walkway_2070,pedestrian_1685716286,Point (126.9839594 37.4793348)
walkway_2071,pedestrian_3827548460,Point (127.0180394 37.493222)
walkway_2072,pedestrian_3737658611,Point (127.0354014 37.4661264)
walkway_2073,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2074,pedestrian_1925498859,Point (127.0400576 37.4762604)
walkway_2075,pedestrian_3092407663,Point (126.9986242 37.4816911)
walkway_2076,pedestrian_4184425800,Point (127.0380161 37.4759052)
walkway_2077,pedestrian_9607816609,Point (127.0267542 37.4925565)
walkway_2078,pedestrian_1685686419,Point (126.9852062 37.4773714)
walkway_2079,pedestrian_1925498452,Point (127.0416846 37.4726268)
walkway_2080,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2081,pedestrian_3827337512,Point (127.0095095 37.4844424)
walkway_2082,pedestrian_8293939515,Point (126.9961775 37.5123594)
walkway_2083,pedestrian_3817646123,Point (126.9977241 37.4986815)
walkway_2084,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2085,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2086,pedestrian_9891988114,Point (127.0185434 37.5183282)
walkway_2087,pedestrian_1925498380,Point (127.0394242 37.4708352)
walkway_2088,pedestrian_1696934710,Point (126.99523 37.4814271)
walkway_2089,pedestrian_3222437349,Point (127.007737 37.4900098)
walkway_2090,pedestrian_2533109209,Point (126.9905327 37.4942221)
walkway_2091,pedestrian_1685716271,Point (126.9822746 37.4794079)
walkway_2092,pedestrian_2295372311,Point (127.014109 37.4913073)
walkway_2093,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2094,pedestrian_1905595394,Point (126.9831259 37.4846159)
walkway_2095,pedestrian_9632500775,Point (127.0269964 37.4986991)
walkway_2096,pedestrian_2533109207,Point (126.986216 37.4940278)
walkway_2097,pedestrian_1694782908,Point (127.0395006 37.4823056)
walkway_2098,pedestrian_3088864940,Point (127.0160964 37.5149928)
walkway_2099,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2100,pedestrian_4185805723,Point (126.995456 37.4856889)
walkway_2101,pedestrian_1430655023,Point (127.023977 37.5014947)
walkway_2102,pedestrian_4185991281,Point (126.983154 37.4770657)
walkway_2103,pedestrian_2103868103,Point (126.9928575 37.4888702)
walkway_2104,pedestrian_2622767610,Point (127.0014049 37.4937779)
walkway_2105,pedestrian_8489060246,Point (127.0120674 37.5089372)
walkway_2106,pedestrian_12061684193,Point (127.0234415 37.5026618)
walkway_2107,pedestrian_3462554894,Point (127.0004955 37.47937)
walkway_2108,pedestrian_3827258466,Point (127.0190295 37.4864223)
walkway_2109,pedestrian_3030832646,Point (127.0127703 37.4927197)
walkway_2110,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_2111,pedestrian_11034183374,Point (127.0240044 37.5040461)
walkway_2112,pedestrian_2622874644,Point (126.9894149 37.4952181)
walkway_2113,pedestrian_2477340278,Point (127.021528 37.5054239)
walkway_2114,pedestrian_4865882592,Point (127.0362944 37.4826677)
walkway_2115,pedestrian_2623456331,Point (126.9948702 37.4896886)
walkway_2116,pedestrian_1696934710,Point (126.99523 37.4814271)
walkway_2117,pedestrian_4185805735,Point (126.995381 37.4871567)
walkway_2118,pedestrian_1685686408,Point (126.9839863 37.4804911)
walkway_2119,pedestrian_3827169956,Point (127.0317843 37.4866755)
walkway_2120,pedestrian_3827672554,Point (127.0205885 37.5102807)
walkway_2121,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2122,pedestrian_2295372314,Point (127.0164416 37.4924545)
walkway_2123,pedestrian_1685716286,Point (126.9839594 37.4793348)
walkway_2124,pedestrian_2110341094,Point (126.9855508 37.4768116)
walkway_2125,pedestrian_1925498920,Point (127.0428191 37.4770281)
walkway_2126,pedestrian_3796948936,Point (126.9989685 37.4977635)
walkway_2127,pedestrian_1965713690,Point (127.0140523 37.4876238)
walkway_2128,pedestrian_2295372345,Point (127.0213601 37.4932981)
walkway_2129,pedestrian_9891988049,Point (127.0194623 37.5154551)
walkway_2130,pedestrian_1858938826,Point (127.0365085 37.4756263)
walkway_2131,pedestrian_1685686408,Point (126.9839863 37.4804911)
walkway_2132,pedestrian_2622713691,Point (126.9983159 37.4992582)
walkway_2133,pedestrian_3825549669,Point (127.0280194 37.4943002)
walkway_2134,pedestrian_3153680863,Point (127.0074777 37.4939927)
walkway_2135,pedestrian_1430655022,Point (127.0255526 37.5005219)
walkway_2136,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2137,pedestrian_2622713701,Point (126.9996072 37.4981493)
walkway_2138,pedestrian_9835273091,Point (127.027617 37.4941023)
walkway_2139,pedestrian_1696934689,Point (126.9994385 37.4799567)
walkway_2140,pedestrian_3827548492,Point (127.0146039 37.496056)
walkway_2141,pedestrian_11521951123,Point (126.9886956 37.4690928)
walkway_2142,pedestrian_9657758667,Point (127.0224553 37.4866415)
walkway_2143,pedestrian_2388037861,Point (127.0104481 37.4909964)
walkway_2144,pedestrian_2624211575,Point (126.9843589 37.4911362)
walkway_2145,pedestrian_8487525651,Point (127.0073154 37.5087558)
walkway_2146,pedestrian_12062647554,Point (127.0173535 37.4952623)
walkway_2147,pedestrian_2623456334,Point (126.9948126 37.4885431)
walkway_2148,pedestrian_3827548466,Point (127.0194855 37.4936247)
walkway_2149,pedestrian_10583130882,Point (127.0151195 37.4800532)
walkway_2150,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2151,pedestrian_9657790245,Point (127.0285523 37.486405)
walkway_2152,pedestrian_2295372345,Point (127.0213601 37.4932981)
walkway_2153,pedestrian_1925498589,Point (127.0393318 37.4737445)
walkway_2154,pedestrian_4185805718,Point (126.996433 37.4846464)
walkway_2155,pedestrian_3154295726,Point (127.0139538 37.493549)
walkway_2156,pedestrian_11428505004,Point (127.001081 37.505564)
walkway_2157,pedestrian_4195556239,Point (126.984026 37.4735501)
walkway_2158,pedestrian_1694782617,Point (127.0405043 37.4802146)
walkway_2159,pedestrian_3087637714,Point (127.0366348 37.4822024)
walkway_2160,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_2161,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_2162,pedestrian_12061673695,Point (127.0225328 37.5024504)
walkway_2163,pedestrian_8487525651,Point (127.0073154 37.5087558)
walkway_2164,pedestrian_2623456123,Point (126.9944055 37.4879197)
walkway_2165,pedestrian_3089780842,Point (127.0257067 37.4991293)
walkway_2166,pedestrian_2622767591,Point (127.0006337 37.4965014)
walkway_2167,pedestrian_3030832644,Point (127.0100052 37.491878)
walkway_2168,pedestrian_2932859113,Point (127.0398247 37.475966)
walkway_2169,pedestrian_3355067044,Point (127.009728 37.4924628)
walkway_2170,pedestrian_2295372344,Point (127.0172056 37.493687)
walkway_2171,pedestrian_3089166485,Point (127.0085866 37.4883033)
walkway_2172,pedestrian_3804191191,Point (126.9831596 37.4878417)
walkway_2173,pedestrian_5092061478,Point (127.0595492 37.4571518)
walkway_2174,pedestrian_2622713684,Point (126.9994968 37.4968796)
walkway_2175,pedestrian_10220955586,Point (127.0208693 37.4958805)
walkway_2176,pedestrian_4184425793,Point (127.0407373 37.4786978)
walkway_2177,pedestrian_4078144566,Point (126.9819136 37.4772573)
walkway_2178,pedestrian_2429722061,Point (127.0182997 37.5127082)
walkway_2179,pedestrian_8696505061,Point (127.0125695 37.4806664)
walkway_2180,pedestrian_4867334968,Point (127.0230619 37.5069801)
walkway_2181,pedestrian_4101372801,Point (126.9840851 37.4821485)
walkway_2182,pedestrian_1685716301,Point (126.9825309 37.4839305)
walkway_2183,pedestrian_3827548031,Point (127.0115517 37.4919025)
walkway_2184,pedestrian_2510022115,Point (126.990054 37.4918948)
walkway_2185,pedestrian_2623456109,Point (126.9914569 37.4924752)
walkway_2186,pedestrian_927737283,Point (127.0456849 37.4682596)
walkway_2187,pedestrian_1925498580,Point (127.0424562 37.4736342)
walkway_2188,pedestrian_1925498920,Point (127.0428191 37.4770281)
walkway_2189,pedestrian_1925498969,Point (127.0411979 37.4775741)
walkway_2190,pedestrian_1925499022,Point (127.0402147 37.478122)
