uuid,vehicle_entrance_uuid,geometry
vehicle_1812,localroad_3804191248,Point (126.9846275 37.4908709)
vehicle_1813,localroad_2533109211,Point (126.9890443 37.4950159)
vehicle_1814,localroad_4185991224,Point (126.9958633 37.4803248)
vehicle_1815,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_1816,localroad_4186016193,Point (126.9833082 37.4895547)
vehicle_1817,localroad_3634017624,Point (127.0156209 37.4566268)
vehicle_1818,localroad_600377854,Point (127.018434 37.5168542)
vehicle_1819,localroad_1962358640,Point (127.0100363 37.5008999)
vehicle_1820,localroad_1430655026,Point (127.0217224 37.5021744)
vehicle_1821,localroad_3112865087,Point (127.0187886 37.49564)
vehicle_1822,localroad_3804191191,Point (126.9831596 37.4878417)
vehicle_1823,localroad_4101372789,Point (126.9834085 37.4818133)
vehicle_1824,localroad_3827338125,Point (127.0094573 37.489437)
vehicle_1825,localroad_11641439376,Point (127.0006324 37.504892)
vehicle_1826,localroad_4101372802,Point (126.9826886 37.4821835)
vehicle_1827,localroad_3827169867,Point (127.0303015 37.4858686)
vehicle_1828,localroad_1962358590,Point (127.0105465 37.4987971)
vehicle_1829,localroad_1962358583,Point (127.010175 37.5021184)
vehicle_1830,localroad_4185834990,Point (126.993686 37.4849737)
vehicle_1831,localroad_11641439376,Point (127.0006324 37.504892)
vehicle_1832,localroad_3804191248,Point (126.9846275 37.4908709)
vehicle_1833,localroad_436844267,Point (126.9854671 37.4965596)
vehicle_1834,localroad_1430679237,Point (127.0143913 37.4811307)
vehicle_1835,localroad_436853883,Point (126.9981951 37.4961145)
vehicle_1836,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_1837,localroad_3827548032,Point (127.0160456 37.4919543)
vehicle_1838,localroad_1962358629,Point (127.010677 37.5019187)
vehicle_1839,localroad_4147053966,Point (127.0059882 37.5070592)
vehicle_1840,localroad_2623456127,Point (126.9939566 37.4937729)
vehicle_1841,localroad_3804191186,Point (126.9859903 37.4875102)
vehicle_1842,localroad_3804191051,Point (126.9872158 37.4862748)
vehicle_1843,localroad_4186016192,Point (126.9832626 37.4882877)
vehicle_1844,localroad_1925407821,Point (127.004016 37.4826516)
vehicle_1845,localroad_436817738,Point (127.0115903 37.5024989)
vehicle_1846,localroad_8487538014,Point (127.0076217 37.5075597)
vehicle_1847,localroad_4634374794,Point (127.0107641 37.512577)
vehicle_1848,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_1849,localroad_3827170317,Point (127.0265707 37.4879865)
vehicle_1850,localroad_3242828917,Point (126.9859904 37.4875291)
vehicle_1851,localroad_4185991236,Point (126.9856779 37.4820282)
vehicle_1852,localroad_2655472846,Point (127.019605 37.4858535)
vehicle_1853,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_1854,localroad_1962358614,Point (127.0093502 37.5008791)
vehicle_1855,localroad_2533109229,Point (126.985241 37.4974979)
vehicle_1856,localroad_436817738,Point (127.0115903 37.5024989)
vehicle_1857,localroad_3112159933,Point (127.0175285 37.498569)
vehicle_1858,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_1859,localroad_1962358629,Point (127.010677 37.5019187)
vehicle_1860,localroad_1696934761,Point (126.9922651 37.4872407)
vehicle_1861,localroad_3212533179,Point (127.0168075 37.4997004)
vehicle_1862,localroad_436837539,Point (127.0466911 37.47238)
vehicle_1863,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_1864,localroad_3089166485,Point (127.0085866 37.4883033)
vehicle_1865,localroad_2280599507,Point (127.0265779 37.4919997)
vehicle_1866,localroad_436854296,Point (127.0058694 37.479912)
vehicle_1867,localroad_4185626654,Point (127.0106412 37.5008873)
vehicle_1868,localroad_4185626642,Point (127.0094246 37.5123928)
vehicle_1869,localroad_562451052,Point (127.0252014 37.4701382)
vehicle_1870,localroad_2533109229,Point (126.985241 37.4974979)
vehicle_1871,localroad_4738140916,Point (127.0009618 37.5055294)
vehicle_1872,localroad_1430655026,Point (127.0217224 37.5021744)
vehicle_1873,localroad_2624211580,Point (126.9854601 37.4911341)
vehicle_1874,localroad_4185715634,Point (127.0062976 37.4825472)
vehicle_1875,localroad_3827338116,Point (127.0101919 37.4888822)
vehicle_1876,localroad_4738140916,Point (127.0009618 37.5055294)
vehicle_1877,localroad_4185626654,Point (127.0106412 37.5008873)
vehicle_1878,localroad_3112159933,Point (127.0175285 37.498569)
vehicle_1879,localroad_3804191186,Point (126.9859903 37.4875102)
vehicle_1880,localroad_4185626611,Point (127.0157871 37.5207988)
vehicle_1881,localroad_1445606439,Point (127.0016021 37.5057151)
vehicle_1882,localroad_4309768669,Point (126.9850479 37.4875528)
vehicle_1883,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_1884,localroad_4185835030,Point (126.9973292 37.4819279)
vehicle_1885,localroad_4185715621,Point (127.0058814 37.4817311)
vehicle_1886,localroad_2622809999,Point (126.9970275 37.4987243)
vehicle_1887,localroad_1685716285,Point (126.9853051 37.479292)
vehicle_1888,localroad_2863416043,Point (127.0450871 37.4717244)
vehicle_1889,localroad_1962358583,Point (127.010175 37.5021184)
vehicle_1890,localroad_4738140916,Point (127.0009618 37.5055294)
vehicle_1891,localroad_4182209840,Point (127.0234403 37.5045728)
vehicle_1892,localroad_8489062935,Point (127.0096832 37.5030681)
vehicle_1893,localroad_1962358630,Point (127.008857 37.5038193)
vehicle_1894,localroad_2295372337,Point (127.019316 37.4948209)
vehicle_1895,localroad_2477265747,Point (127.0237845 37.5056626)
vehicle_1896,localroad_1132441037,Point (127.0010373 37.5108066)
vehicle_1897,localroad_3804191170,Point (126.988412 37.4867594)
vehicle_1898,localroad_3112159933,Point (127.0175285 37.498569)
vehicle_1899,localroad_1925407817,Point (127.0042489 37.4819932)
vehicle_1900,localroad_3827337507,Point (127.0089235 37.4835923)
vehicle_1901,localroad_2533109193,Point (126.9827787 37.4916643)
vehicle_1902,localroad_436837539,Point (127.0466911 37.47238)
vehicle_1903,localroad_2932857700,Point (127.0145778 37.4931582)
vehicle_1904,localroad_3212533179,Point (127.0168075 37.4997004)
vehicle_1905,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_1906,localroad_3827548014,Point (127.011444 37.4914341)
vehicle_1907,localroad_3827548027,Point (127.0124916 37.4918514)
vehicle_1908,localroad_8487538012,Point (127.0068179 37.5073134)
vehicle_1909,localroad_1685716285,Point (126.9853051 37.479292)
vehicle_1910,localroad_1962358640,Point (127.0100363 37.5008999)
vehicle_1911,localroad_8486132575,Point (126.9910767 37.4744717)
vehicle_1912,localroad_1925407821,Point (127.004016 37.4826516)
vehicle_1913,localroad_8487538012,Point (127.0068179 37.5073134)
vehicle_1914,localroad_1132441037,Point (127.0010373 37.5108066)
vehicle_1915,localroad_1962358609,Point (127.0091974 37.4986412)
vehicle_1916,localroad_436286601,Point (127.0902712 37.4654826)
vehicle_1917,localroad_595780360,Point (127.0170959 37.5225608)
vehicle_1918,localroad_595780347,Point (127.0166804 37.5228039)
vehicle_1919,localroad_3827257120,Point (127.0146974 37.48415)
vehicle_1920,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_1921,localroad_8487538011,Point (127.0070108 37.5068576)
vehicle_1922,localroad_2655442257,Point (127.0167818 37.4842169)
vehicle_1923,localroad_3087683154,Point (127.0282652 37.496275)
vehicle_1924,localroad_2368063915,Point (127.0123121 37.488771)
vehicle_1925,localroad_2110341094,Point (126.9855508 37.4768116)
vehicle_1926,localroad_2295372311,Point (127.014109 37.4913073)
vehicle_1927,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_1928,localroad_2477374752,Point (127.0185706 37.5101954)
vehicle_1929,localroad_4147017218,Point (127.0078686 37.5076354)
vehicle_1930,localroad_4184585519,Point (127.0410683 37.4688229)
vehicle_1931,localroad_571449373,Point (127.0234914 37.4984882)
vehicle_1932,localroad_4185804588,Point (126.998491 37.4885107)
vehicle_1933,localroad_1685579603,Point (126.982545 37.4793955)
vehicle_1934,localroad_4101372796,Point (126.9845484 37.4804873)
vehicle_1935,localroad_3827169517,Point (127.0324072 37.4854307)
vehicle_1936,localroad_2545067221,Point (126.9936125 37.4863236)
vehicle_1937,localroad_2623456310,Point (126.9942079 37.4894255)
vehicle_1938,localroad_1685579603,Point (126.982545 37.4793955)
vehicle_1939,localroad_2623456115,Point (126.9928572 37.4903263)
vehicle_1940,localroad_1685579603,Point (126.982545 37.4793955)
vehicle_1941,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_1942,localroad_1685716274,Point (126.9840998 37.4826849)
vehicle_1943,localroad_4097245234,Point (127.0229443 37.4671768)
vehicle_1944,localroad_3817646123,Point (126.9977241 37.4986815)
vehicle_1945,localroad_3827548459,Point (127.0174313 37.4932165)
vehicle_1946,localroad_4184618623,Point (127.0397983 37.4708845)
vehicle_1947,localroad_2477265738,Point (127.022603 37.5064314)
vehicle_1948,localroad_2477265738,Point (127.022603 37.5064314)
vehicle_1949,localroad_3112862148,Point (127.0142525 37.4956078)
vehicle_1950,localroad_11641428831,Point (126.995199 37.5031505)
vehicle_1951,localroad_4184425796,Point (127.0420053 37.4790453)
vehicle_1952,localroad_4309955650,Point (127.0419222 37.4680771)
vehicle_1953,localroad_2628399840,Point (126.9989466 37.4996362)
vehicle_1954,localroad_4634856417,Point (127.0242973 37.4710919)
vehicle_1955,localroad_2861410667,Point (127.0087377 37.5164933)
vehicle_1956,localroad_4101372588,Point (126.9833508 37.4805276)
vehicle_1957,localroad_4184399723,Point (127.0370391 37.4843943)
vehicle_1958,localroad_2511535104,Point (126.9896005 37.4890072)
vehicle_1959,localroad_3827548460,Point (127.0180394 37.493222)
vehicle_1960,localroad_3827548039,Point (127.0147246 37.4922607)
vehicle_1961,localroad_1694782517,Point (127.0397517 37.4793857)
vehicle_1962,localroad_3030832644,Point (127.0100052 37.491878)
vehicle_1963,localroad_2622809999,Point (126.9970275 37.4987243)
vehicle_1964,localroad_2622874644,Point (126.9894149 37.4952181)
vehicle_1965,localroad_1858938775,Point (127.0362611 37.4742676)
vehicle_1966,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_1967,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_1968,localroad_1430676786,Point (127.0116175 37.4820029)
vehicle_1969,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_1970,localroad_4666832847,Point (126.9835129 37.4793488)
vehicle_1971,localroad_6322516326,Point (127.0513921 37.4531369)
vehicle_1972,localroad_4185805752,Point (126.9970138 37.4882365)
vehicle_1973,localroad_8487674262,Point (127.0125511 37.4837378)
vehicle_1974,localroad_2477340257,Point (127.0220042 37.5044111)
vehicle_1975,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_1976,localroad_3030832646,Point (127.0127703 37.4927197)
vehicle_1977,localroad_3800522735,Point (127.0211577 37.4938396)
vehicle_1978,localroad_436861025,Point (127.0355202 37.4739513)
vehicle_1979,localroad_4185991238,Point (126.9842748 37.4847878)
vehicle_1980,localroad_4184425797,Point (127.0380232 37.4770068)
vehicle_1981,localroad_2622713681,Point (126.9982812 37.4969427)
vehicle_1982,localroad_3827257125,Point (127.0204326 37.4844136)
vehicle_1983,localroad_2622713694,Point (126.9983813 37.4986412)
vehicle_1984,localroad_7168332244,Point (127.0194431 37.5158814)
vehicle_1985,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_1986,localroad_1925498924,Point (127.0393355 37.4771186)
vehicle_1987,localroad_2103868103,Point (126.9928575 37.4888702)
vehicle_1988,localroad_1696934651,Point (127.0007257 37.4767494)
vehicle_1989,localroad_4313280492,Point (127.0586699 37.4486918)
vehicle_1990,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_1991,localroad_3827257130,Point (127.0236679 37.4847907)
vehicle_1992,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_1993,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_1994,localroad_4313280492,Point (127.0586699 37.4486918)
vehicle_1995,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_1996,localroad_4101372588,Point (126.9833508 37.4805276)
vehicle_1997,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_1998,localroad_2622874615,Point (126.9910849 37.493036)
vehicle_1999,localroad_4184585272,Point (127.0426607 37.4685657)
vehicle_2000,localroad_1925498411,Point (127.0406947 37.4719857)
vehicle_2001,localroad_3827338060,Point (127.0078135 37.4862356)
vehicle_2002,localroad_3827337507,Point (127.0089235 37.4835923)
vehicle_2003,localroad_4666832847,Point (126.9835129 37.4793488)
vehicle_2004,localroad_4101372588,Point (126.9833508 37.4805276)
vehicle_2005,localroad_1430674308,Point (127.0114598 37.4823456)
vehicle_2006,localroad_4666832847,Point (126.9835129 37.4793488)
vehicle_2007,localroad_1965713705,Point (127.0123367 37.4854529)
vehicle_2008,localroad_2623456118,Point (126.9936017 37.4891762)
vehicle_2009,localroad_1685686596,Point (126.9839232 37.4787916)
vehicle_2010,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_2011,localroad_4101372588,Point (126.9833508 37.4805276)
vehicle_2012,localroad_3827671816,Point (127.0219063 37.506272)
vehicle_2013,localroad_2622713683,Point (126.9983333 37.4977959)
vehicle_2014,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2015,localroad_2622810001,Point (126.9976503 37.4978263)
vehicle_2016,localroad_436861032,Point (127.0393296 37.4756827)
vehicle_2017,localroad_3572149895,Point (127.0417909 37.4693118)
vehicle_2018,localroad_2861309351,Point (127.0165667 37.5108811)
vehicle_2019,localroad_3827338118,Point (127.0116915 37.4890208)
vehicle_2020,localroad_414684345,Point (127.0282365 37.4885147)
vehicle_2021,localroad_3089745863,Point (127.0129972 37.4811565)
vehicle_2022,localroad_2628399840,Point (126.9989466 37.4996362)
vehicle_2023,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2024,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2025,localroad_3827338123,Point (127.0068151 37.4893445)
vehicle_2026,localroad_1430679237,Point (127.0143913 37.4811307)
vehicle_2027,localroad_1430674328,Point (127.0105435 37.4812895)
vehicle_2028,localroad_3827169867,Point (127.0303015 37.4858686)
vehicle_2029,localroad_3827548035,Point (127.0135722 37.4921282)
vehicle_2030,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_2031,localroad_3827257119,Point (127.0197589 37.4841363)
vehicle_2032,localroad_3112174494,Point (127.0165592 37.4949895)
vehicle_2033,localroad_3827672520,Point (127.0184074 37.5090539)
vehicle_2034,localroad_436853883,Point (126.9981951 37.4961145)
vehicle_2035,localroad_1925498908,Point (127.0405481 37.4768163)
vehicle_2036,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_2037,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_2038,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2039,localroad_1962358584,Point (127.0103622 37.5036219)
vehicle_2040,localroad_3827170269,Point (127.030976 37.4868354)
vehicle_2041,localroad_2295365602,Point (127.0190026 37.4925136)
vehicle_2042,localroad_2533109219,Point (126.9883078 37.4961653)
vehicle_2043,localroad_8486844866,Point (126.9840401 37.4813882)
vehicle_2044,localroad_2623456310,Point (126.9942079 37.4894255)
vehicle_2045,localroad_3112865087,Point (127.0187886 37.49564)
vehicle_2046,localroad_4184618641,Point (127.0421907 37.475479)
vehicle_2047,localroad_1925498956,Point (127.0409757 37.4773096)
vehicle_2048,localroad_3089166477,Point (127.0082034 37.4870199)
vehicle_2049,localroad_4184424782,Point (127.0416932 37.4797035)
vehicle_2050,localroad_1925498859,Point (127.0400576 37.4762604)
vehicle_2051,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2052,localroad_436882900,Point (127.0299475 37.4890431)
vehicle_2053,localroad_5406399767,Point (127.0314924 37.4842283)
vehicle_2054,localroad_1430679237,Point (127.0143913 37.4811307)
vehicle_2055,localroad_4184424783,Point (127.0425965 37.4792312)
vehicle_2056,localroad_3690640327,Point (127.0293102 37.4861768)
vehicle_2057,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2058,localroad_4101372804,Point (126.9848159 37.4826725)
vehicle_2059,localroad_9711448980,Point (127.0271562 37.4971801)
vehicle_2060,localroad_4185816724,Point (127.0006484 37.4781149)
vehicle_2061,localroad_3827548023,Point (127.0132737 37.4916509)
vehicle_2062,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_2063,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2064,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2065,localroad_2623456115,Point (126.9928572 37.4903263)
vehicle_2066,localroad_3011650436,Point (127.0444167 37.4752965)
vehicle_2067,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_2068,localroad_3804191185,Point (126.9853348 37.4875092)
vehicle_2069,localroad_3827258556,Point (127.0204517 37.4885442)
vehicle_2070,localroad_1685716286,Point (126.9839594 37.4793348)
vehicle_2071,localroad_3827548460,Point (127.0180394 37.493222)
vehicle_2072,localroad_3737658611,Point (127.0354014 37.4661264)
vehicle_2073,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_2074,localroad_1925498859,Point (127.0400576 37.4762604)
vehicle_2075,localroad_3274307620,Point (126.9986348 37.4815991)
vehicle_2076,localroad_4184425800,Point (127.0380161 37.4759052)
vehicle_2077,localroad_2280599507,Point (127.0265779 37.4919997)
vehicle_2078,localroad_1685686419,Point (126.9852062 37.4773714)
vehicle_2079,localroad_1925498452,Point (127.0416846 37.4726268)
